run_id,split_protocol,seed,model_family,model_or_variant,feature_source,input_dim,latent_dim,compression_ratio,selection_basis,uses_validation_for_selection,uses_test_for_selection,is_oracle_reference,test_accuracy,test_balanced_accuracy,test_macro_f1,test_mcc,test_log_loss,test_opposite_direction_rate,n_train,n_val,n_test,delta_macro_f1_vs_raw_tuned_within_run,delta_mcc_vs_raw_tuned_within_run,delta_macro_f1_vs_majority_within_run
random_block_purged_seed44,random_block_purged,44,baseline,majority,raw_window_flattened,4000,,,train_majority_class,False,False,False,0.7297297297297297,0.3333333333333333,0.28125,0.0,0.7795464916266052,0.0,5482,1171,999,-0.08403155144405633,-0.11507514070073131,0.0
random_block_purged_seed44,random_block_purged,44,raw_window_logistic,raw_window_logistic_untuned,raw_window_flattened,4000,,,fixed_C_1,False,False,False,0.42742742742742745,0.43733007355098846,0.36528155144405633,0.11507514070073131,1.110492689405614,0.2518518518518518,5482,1171,999,0.0,0.0,0.08403155144405633
random_block_purged_seed44,random_block_purged,44,raw_window_logistic,raw_window_logistic_tuned,raw_window_flattened,4000,,,validation_macro_f1_tie_mcc_log_loss_C=0.1,True,False,False,0.42742742742742745,0.43733007355098846,0.36528155144405633,0.11507514070073131,1.1094666822785446,0.2518518518518518,5482,1171,999,0.0,0.0,0.08403155144405633
random_block_purged_seed44,random_block_purged,44,raw_window_logistic,raw_window_logistic_test_oracle,raw_window_flattened,4000,,,test_macro_f1_oracle_C=0.1,False,True,True,0.42742742742742745,0.43733007355098846,0.36528155144405633,0.11507514070073131,1.1094666822785446,0.2518518518518518,5482,1171,999,0.0,0.0,0.08403155144405633
random_block_purged_seed44,random_block_purged,44,frozen_latent_head,reconstruction_best_latent_head,frozen_reconstruction_latent,128,128.0,31.25,reconstruction_best_test_normalized_mse:pca@128,False,True,True,0.4044044044044044,0.3897041738472151,0.33367966435198665,0.0683256549762545,1.1293439055588428,0.28888888888888886,5482,1171,999,-0.03160188709206968,-0.04674948572447682,0.05242966435198665
random_block_purged_seed44,random_block_purged,44,frozen_latent_head,validation_selected_latent_head,frozen_reconstruction_latent,40,40.0,100.0,validation_macro_f1_tie_mcc_log_loss_latent_dim_lexical:last_snapshot_repeat@40,True,False,False,0.44544544544544545,0.5539541716412963,0.4281950536445431,0.2295148528041191,1.0034361935882636,0.17407407407407408,5482,1171,999,0.06291350220048675,0.11443971210338778,0.14694505364454308
random_block_purged_seed44,random_block_purged,44,frozen_latent_head,test_posthoc_best_latent_head,frozen_reconstruction_latent,40,40.0,100.0,posthoc_best_test_macro_f1:last_snapshot_repeat@40,False,True,True,0.44544544544544545,0.5539541716412963,0.4281950536445431,0.2295148528041191,1.0034361935882636,0.17407407407407408,5482,1171,999,0.06291350220048675,0.11443971210338778,0.14694505364454308
random_window_naive_seed45,random_window_naive,45,baseline,majority,raw_window_flattened,4000,,,train_majority_class,False,False,False,0.6840277777777778,0.3333333333333333,0.27079037800687283,0.0,0.8439030510603643,0.0,5600,1200,1152,-0.1811902629989942,-0.2418830040425203,0.0
random_window_naive_seed45,random_window_naive,45,raw_window_logistic,raw_window_logistic_untuned,raw_window_flattened,4000,,,fixed_C_1,False,False,False,0.4956597222222222,0.5289525082139624,0.45231601806942484,0.23877706039711447,0.9975201464134467,0.22802197802197802,5600,1200,1152,0.00033537706355779573,-0.0031059436454058398,0.181525640062552
random_window_naive_seed45,random_window_naive,45,raw_window_logistic,raw_window_logistic_tuned,raw_window_flattened,4000,,,validation_macro_f1_tie_mcc_log_loss_C=0.01,True,False,False,0.4956597222222222,0.5287510922598048,0.45198064100586705,0.2418830040425203,1.000964679949826,0.23901098901098902,5600,1200,1152,0.0,0.0,0.1811902629989942
